6166049272,职业生涯艾山绥,女,,199,4491456791936105,喜欢你，不仅因为你是你，还由于你走入了我的青春，让我的青春不再那么孤独，在我心灵受伤时，你的歌声能够让我心里有所慰籍。
5772343489,卟恠牵伱手越,男,江西,,4491456452028949,哈哈      用一半的青春浇铸军旅的微博视频
5520726830,hawkliu瑞,男,江西,,4491456276792226,#周杰伦上海演唱会#    #周杰伦演唱会#   周杰伦嘉年华上海站Day1千里之外      EinsonGarbage的微博视频
7338619018,春野和微风,女,河南,,4491456070363120,有谁能比我知道，你的微笑像羽毛，秘密躺在我怀抱，只有……
5491836126,星晴1228,男,北京,199,4491455986537648,周游记台北篇还有三天
1854258087,手机用户1854258087,男,广东,,4491455916041589,看我主页置顶博文！关注我    有兴趣的人，留言！！让我看见你！        周杰伦签名照片！！周杰伦签名专辑！！ 有没有人想要的？？             可签TO！！！ （有各类明星签名照片和签名专辑哦！）
6627328598,神奇世界里的平凡,女,北京,,4491455123371146,有点巧诶
7073717081,Rivia的杰洛特本人,男,四川,,4491455001383765,陪我长大的周杰伦金曲串烧 （油管 Acoustic too）      喜欢听周杰伦的微博视频
5224210489,没有小鸟的角落槐,男,山西,,4491454976057426,#周杰伦2019上海演唱会#   Day3  《淘汰+夏天的风+热带雨林+如果你也听说+我爱的人》饭拍超清完整版   #周杰伦上海演唱会#        只愿你有鈺而安的微博视频
1629123862,手写的心,男,山西,,4491453998763761,#音乐分享#  周杰伦作品 超爱的一首旋律，短短一分钟却心旷神怡！这个曲子有种阳光的感觉，尤其是早晨出门听着这个歌，感觉好像一切都有了希望一样。看见天使是什么感觉？千言万语也比不过听这么一首歌。Angel只有短短一分多钟，但音乐空灵的背景与女声的烘托加上吉他扫弦与鼓点的节奏成功的细绘出那美妙 ... 全文
5660483673,面小丸辰,男,山西,,4491453948665814,#周杰伦上海演唱会#   还是告白气球适合我
7428447263,听说我有个好听的名字,女,北京,199,4491453718173684,今天去看了周董的演唱会视频，这个男人怎么能这么帅这么有魅力～我一定要去看他的现场，帅炸我！ 并且这个男人又怎么可以这么可爱呀呜呜呜👻👻
3037002867,MRJay周太太,女,上海,199,4491452907954511,#Jay❣️Gloria#    关于枫叶有着这样一个传说 目睹枫叶成千上百飘落的人许下的心愿在将来的某一天会实现 🍁 而我的愿望是     枫-周杰伦   的最后一句
2761620707,干杯啦_,女,,191,4491452664877602,谁都不知道哪一次就是最后一次。
7419826425,明月清风3692501,男,,,4491452610368758,生命给予我们的不单是艰难，更是成长。学会举重若轻，试将曾经无法释怀的那些往事，不管它是悲痛的还是幸福的，统统要放下。      宣城·郎溪县
7431766892,我能一杯倒,女,河北,200,4491452371606693,周杰伦的歌每一首我都记得非常的清楚。像 《说好的幸福呢》  《晴天 》等等 可以说杰伦的歌是从小伴随我到这么大，那肯定我的以后也一定是他的歌陪我走下去
3226447653,Menmoria,男,香港,,4491452064732102,打卡啦！
3481453480,为梦起航2016,男,四川,199,4491451909731488,打卡
5671606987,张海玉y,女,河北,,4491451042285143,天津站25号内场两张有没有出手的，
5236094819,钟情啊威_466,男,北京,,4491450798599647,我对千里之爱的喜欢只增不减               甜椰奶泡泡糖的微博视频
5662284776,长不大的情人,女,北京,,4491450715056048,打卡 互捞
2261196033,仔ChAn山,男,陕西,,4491450379614565,这个人是我的整个学生时代 我可以在听到他任何一首歌时立马想起我人生中的某个片段 这个片段可以是初中被罚跑十圈时阳光恰好撒满我身上的时候 可以是和朋友偷偷溜出校门买到隔壁五毛零食无法言喻快乐的时候 可以是第一次失恋觉得所有事情并没有那么美好但仍保留一丝憧憬的时候 我真的喜 ... 全文
5557375189,Fimmyria,女,浙江,201,4491450328472838,Cool guys love u
7284801387,·__北漂的痞爷,男,陕西,199,4491449670646806,周杰伦《晴天》现场版  音乐响起把你带回到那个青涩的校园时代， 这是首浪漫的少年情歌，更多的是怅然若失， 很散文诗式的情怀。      ·__巨野小徒弟的微博视频
5123369973,我是許某某坤,男,山西,,4491449469372114,这街上太拥挤，太多人有秘密~~~~《我不配》周杰伦       网页链接
7210481405,wsp520wky,男,,200,4491448948532690,下午好呀， 害，着实饿着自己啦， 都改用盆吃饭了， 害
5113166029,释然丶X,男,内蒙古,199,4491448911423462,因工作原因不能去南京，有杭州换南京的吗？ 我的票是11.3号的
6271910835,6271910835_686,男,江西,,4491448445320791,中午好呀， 打卡互捞哦
5311237198,小川016,男,重庆,199,4491448008932045,
3607331394,小白变个棉花糖,男,甘肃,,4491447829241506,周董今年会来日本开演唱会吗？  #周杰伦#    #周杰伦嘉年华世界巡回演唱会#    ##
3608791700,期待天使降临_晴天,女,湖南,198,4491447627727828,周杰伦上海演唱会超话   千里之外      jaytong彤的微博视频
6304902784,Dear_小白同学J_K_,女,河北,200,4491447569441135,弱弱地问一句，《周游记》的播出时间和地点？
3630880492,沐紫龍520,男,吉林,198,4491447003115638,#周杰伦嘉年华世界巡回演唱会#      zjl 谢谢你给了我们这么好的嘉年华演唱会 视听盛宴
7082999143,请你佳我,女,广西,199,4491446877223142,周董年轻时真的好帅，演技好。现在好有男人味，最喜欢的还是周董的歌，希望周董快点出新歌鸭！爱你❤️
3560688407,A_w和A_t,女,,199,4491446390861866,💕  “早一点看穿了爱情 它不就像抽根烟 用来解闷消遣 大不了烫到了指尖 随手甩路边管它誓不誓言” 有没有人知道这首歌？
5460813120,白羊座的低调人生,男,湖南,,4491445697938597,20191020更新ins快拍 杰倫：谢谢你们参与了20年嘉年华演唱会的盛宴      周杰倫微博台的微博视频
7013364103,周杰伦News,男,重庆,199,4491444796855636,友谊第一，比赛第二，杰伦和JJ的感情一直都很高了 冠军不会比友情更重要，谁让我们是兄弟          #周游记#        周杰伦News的微博视频
2772500767,联通WO2772500767,男,山西,,4491444741792603,#周杰伦上海演唱会#   夜的第七章 简直不能再喜欢了   只是杰伦感冒最后一段没唱         4everClover的微博视频
6673533192,我叫刘大可吖,女,浙江,199,4491444355804726,说好的幸福呢      我叫刘大可吖的微博视频
3249555275,手机用户3249555275,男,山西,,4491443735068075,#周杰伦上海演唱会#    我会发着呆然后忘记你  接着紧紧闭上眼～         柚子怪吶的微博视频
1928624791,手机用户1928624791,男,湖北,,4491443458751810,【榜上有名-华语TOP10】恭喜  #薛之谦#   第十张专辑同名主打曲《尘》拿下本周华语人气冠单！  #许嵩#   献唱《新天龙八部》端游主题曲《雨幕》空降亚军，宝石Gem《野狼disco》、  #周杰伦#   《说好不哭》保持华语TOP5，  #林俊杰#   《Wonderland》、     李宇春超话  《野望》、  #郁可唯#   《我的城》等实力新歌上榜前十. ... 全文
2810110530,锕鑫1986,男,湖南,198,4491442791561632,周杰伦上海演唱会超话   千里之外      jaytong彤的微博视频
5138670011,用户叫薯片,女,广东,199,4491442426333157,##   炒鸡炒鸡开心   已经无法抑制内心的激动了   预感到了现场我可能会疯掉…
6270793896,喜欢奶茶y,女,广东,,4491442330437204,消失的下雨天我好想再淋一遍     晴天    #周杰伦#
7331818597,在花海里搁浅,男,广西,200,4491441717884170,杰伦 下午好呀～
5325543552,嘤嘤樱ovo给我一颗小草莓好嘛,女,,,4491441079880620,#一人一句周杰伦#   为何挽回要赶在冬天来之前  #枫#
7412688177,杰伦热曲库,女,广东,199,4491441059067318,就要离开就说不要爱   #周杰伦#       爱情悬崖-周杰伦        佛山·广东三水温泉高尔夫俱乐部        杰伦热曲库的微博视频
5999007245,如初见如决绝,女,福建,,4491440447316262,周杰伦上海演唱会超话   千里之外      jaytong彤的微博视频
5379714309,霸道天堂51927,男,山西,,4491440081938646,“从前从前 有个人爱你很久”
6268344186,秋日可可粉,女,山西,200,4491439741922478,杰迷们，今日份的互捞来了，带链接捞必回[带着微博去旅行][带着微博去旅行][带着微博去旅行]      太原
3621952967,还是在努力啊,男,陕西,199,4491439716966580,签到
5635416926,蚊子crush,女,重庆,199,4491439599762947,开学倒计时了，我要去大吃大喝几天，这几个月待的太累人了
1761459840,周杰伦地表最强资讯,男,台湾,197,4491439386174040,周杰伦十大金曲合集    《以父之名》 《止战之殇》 《夜的第七章》 《霍元甲》 《稻香》 《千里之外》 《青花瓷》 《夜曲》 《晴天》 《七里香》      周杰伦地表最强资讯的微博视频
7398475818,寻觅857,女,山西,200,4491438911620909,宝宝们下午好，今日份的互捞来了，带链接捞必回               太原
6336975893,吴梦颖小锦鲤,女,广东,,4491438861308023,你说把爱渐渐放下会走更远 或许命运的签只让我们遇见
5778513034,用户5778513034,男,河南,199,4491438827956210,##               我来啦
6336975893,吴梦颖小锦鲤,女,广东,,4491438769236420,互捞互捞互捞
3028505323,oh周杰倫的蛋餅,女,吉林,199,4491438735812547,哥，你太厉害了&quot;          @杰威尔音乐官方微博
5339298022,丁丁筱琴,女,,199,4491438723170354,#周杰伦#   我伦侧脸跟正脸一样绝了
6065821714,好帅的牛牛,男,山西,199,4491438375556346,我想问问大家那些头像是大麦的，猫眼的在出票是真的还是假的啊，每次求票都有他们？？？ 顺便再求两张杰伦杭州演唱会门票
7345208390,浮名何处好撩,男,北京,200,4491437918265770,大家还记得《青花瓷》吗，周杰伦在2008年捐款援建希望小学，2014年担任中国禁毒宣传形象大使，是我们值得崇拜的音乐偶像。
3212675883,jaychou我的白马王子,女,江苏,199,4491437883992742,我早已经待在谷底 我知道不能再留住你 也知道不能没有骨气 感激你 让我拥有秋天的美丽
5884309863,满满的影视屋,女,北京,,4491437460282794,下午好啊！ 你们是不是都开学了    我还没有呢
2198073071,草莓娱乐酱,男,江苏,,4491437103788665,杰伦下午好
3602724707,GDragon7,男,山西,,4491436735257867,我想知道有没有夜猫子，带链接互捞
6147373666,桃花岛的玉米,男,湖北,199,4491436529230450,这段彩虹是我生命中的最美      Sweet有一只喵星人的微博视频
7415512177,娱乐名侦探007,男,北京,200,4491435791587110,#周杰伦#           86要上山了！！！当年看这部片子的时候还小，不知道藤原阔海这么快的AE86为什么追不上大叔的奔驰呢？      娱乐名侦探007的微博视频
3264707081,breeze陌小琪晓,男,山西,,4491435116296148,我伦白头发帅炸
7428460697,蜜汁炖西瓜,女,福建,199,4491434516439375,杰伦好帅啊，喜欢他很久了   期待有新的作品
5443841997,DAVID509868,男,北京,197,4491433593604610,#周杰伦上海演唱会#   黑色三部曲之一夜的第七章      MD约定的微博视频
2898320247,FanS1te,男,江西,,4491432805172384,还是我爱的那个哥哥   啊   啊啊啊啊，好想再看次你的演唱会啊
